Year,No strain,RUcode,Sector WE,locatio,lat(),log(),datec,monthc,dateI,monthel,Host details,Host general,Host full name,N,F1 (titres ????),F-type,??? (%),arg-,mal-,ara-,ramnose,glycerine,sensibility to pesticine 1,streptomycin (mm),sterpoSS (mg/ml),gentamycin (mm),gentaSS (mg/ml),chloramphenicol (mm),chloraSS (mg/ml),penicillin (mm),peniSS (mg/ml),polymyxin,ampicillin,kanamycin,cefazolin,ciprofloxacin,reaction of denitrification ,,growth on agar base medium  ????,glucose,maltose,mannitol,saccharose,arabinose,galactose,urea
2007,206,10?-2,11742,p4500,44 47 335, 76 25 844,13,9,16,9,YM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,207,10?-2,11742,p4500,44 47 335, 76 25 844,13,9,16,9,YM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,208,10?-2,11742,p4500,44 47 335, 76 25 844,13,9,16,9,YF,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,213,10?-2,11742,p4500,44 47 335, 76 25 844,13,9,17,9,YM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,718,10?-2,11742,p500,44 45 767, 76 26 757,21,6,na,na,RO,RO,Rhombomys opimus,1,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,721,10?-2,11742,p500,44 45 767, 76 26 757,21,6,na,na,RO,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,722,10?-2,11742,p500,44 45 767, 76 26 757,21,6,na,na,RO,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,476,10?-2,11742,p5,44 49 190 , 76 25 408,16,4,na,na,X. gerbilli,FL-RO,Fleas on R.opimus,na,50 ???,F1+,87.1,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,486,10?-2,11742,p5,44 49 164 , 76 25 319,16,4,na,na,X. gerbilli,FL-RO,Fleas on R.opimus,na,50 ???,F1+,88,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,498,10?-2,11742,p5,44 49 123 , 76 23 045,16,4,na,na,X. gerbilli,MIF,Migrating fleas,na,50 ???,F1+,85.9,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,499,10?-2,11742,p5,44 49 123 , 76 23 045,16,4,na,na,X.hirtipes,MIF,Migrating fleas,na,6250,F1+,89.3,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,500,10?-2,11742,p5,44 49 123 , 76 23 045,16,4,na,na,E. oschanini,MIF,Migrating fleas,na,50 ???,F1+,100,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,134,10?-4,11744,p3600,44 42 990 ,76 27 201,22,9,25,9,unidentified,FL-RO,Fleas on R.opimus,3,15625,F1+,99.6,,,,-,+,-,26,64,,4,25,2,0,64,,,,,,,,,,,,,,,
2003,138,10?-4,11744,p3600,44 42 990 ,76 27 201,22,9,25,9,unidentified,FL-RO,Fleas on R.opimus,12,15625,F1+,99.3,,,,-,+,-,30,64,,4,30,2,13,64,,,,,,,,,,,,,,,
2003,143,10?-4,11744,p3600,44 42 990 ,76 27 201,22,9,25,9,unidentified,FL-RO,Fleas on R.opimus,24,15625,F1+,99.3,,,,-,+,-,29,64,,4,27,2,13,64,,,,,,,,,,,,,,,
2003,145,10?-4,11744,p3600,44 42 990 ,76 27 201,22,9,25,9,unidentified,TI-RO,Ticks on R.opimus,1,7812.5,F1+,100,,,,-,+,-,27,64,,4,30,2,14,64,,,,,,,,,,,,,,,
2003,146,10?-4,11744,p3600,44 42 990 ,76 27 201,22,9,25,9,unidentified,FL-RO,Fleas on R.opimus,48,7812.5,F1+,99.4,,,,-,+,-,25,64,,4,30,2,12,64,,,,,,,,,,,,,,,
2007,222,10?-4,11744,p3600,44 42 990 ,76 27 201,13,9,16,9,YM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1203,10?-4,11744,p3600,44 42 990 ,76 27 201,11,5,14,5,unidentified,MIF,Migrating fleas,10,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1204,10?-4,11744,p3600,44 42 990 ,76 27 201,11,5,14,5,unidentified,MIT,Migrating ticks,2,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1206,10?-4,11744,p3600,44 42 990 ,76 27 201,11,5,14,5,unidentified,MIF,Migrating fleas,5,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1207,10?-4,11744,p3600,44 42 990 ,76 27 201,11,5,14,5,unidentified,MIF,Migrating fleas,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1193,10?-4,11744,p3600,44 42 990 ,76 27 201,26,5,29,5,AM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1877,10?-4,11744,p3600,44 42 990 ,76 27 201,19,5,22,5,unidentified,FL-RO,Fleas on R.opimus,20,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1939,10?-4,11744,p3600,44 42 990 ,76 27 201,19,5,22,5,unidentified,MIF,Migrating fleas,20,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1943,10?-4,11744,p3600,44 42 990 ,76 27 201,19,5,22,5,unidentified,MIF,Migrating fleas,20,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1944,10?-4,11744,p3600,44 42 990 ,76 27 201,19,5,22,5,unidentified,MIF,Migrating fleas,4,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2498,11?-1,,p850,45 06 415 ,76 31 189,4,6,9,6,unidentified,FL-RO,Fleas on R.opimus,13,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,814,11?-3,,p3500,45 03 682, 76 34 439,3,10,8,10,X. gerbilli,MIF,Migrating fleas,18,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1545,11?-3,,p3500,45 03 682, 76 34 439,11,6,14,6,AM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1492,11?-1,11811,p3000,44 56 979 ,76 31 226,10,6,14,6,AF,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1493,11?-1,11811,p3000,44 56 979 ,76 31 226,10,6,14,6,YF,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,844,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,X. gerbilli,FL-RO,Fleas on R.opimus,10,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,850,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,X. gerbilli,FL-RO,Fleas on R.opimus,4,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,905,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,X. gerbilli,MIF,Migrating fleas,33,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,909,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,X. gerbilli,MIF,Migrating fleas,10,31250,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,913,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,X. gerbilli,MIF,Migrating fleas,17,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,916,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,unidentified,MIF,Migrating fleas,42,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,917,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,unidentified,MIF,Migrating fleas,23,,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,918,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,unidentified,MIF,Migrating fleas,16,,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,919,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,unidentified,MIF,Migrating fleas,21,,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,921,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,unidentified,MIF,Migrating fleas,18,6250,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,922,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,unidentified,MIF,Migrating fleas,48,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,924,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,unidentified,MIF,Migrating fleas,32,,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,925,11?-1,11811,p3000,44 56 979 ,76 31 226,20,5,24,5,unidentified,MIF,Migrating fleas,50,7812.5,F1+,100,,,,-,+,-,,,,,,,,,,,,,,,,,,,,,,,
2009,1188-??,11?-1,11811,p3000,44 56 979 ,76 31 226,28,9,1,10,YF,RO,Rhombomys opimus,1,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2376,11?-2,11812,p2000,44 56 284 ,76 39 587,4,6,7,6,unidentified,MIF,Migrating fleas,2,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2387,11?-2,11812,p2000,44 56 284 ,76 39 587,4,6,7,6,unidentified,MIF,Migrating fleas,5,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2209,11?-2,11812,p2000,44 56 284 ,76 39 587,27,5,30,5,X.hirtipes,MIF,Migrating fleas,1,25 ???,F1+,100,,,,-,+,-,16,,15,,33,2,,8,16,24,,,30,-,-,+,+,+,+,-,+,+,-
2002,2210,11?-2,11812,p2000,44 56 284 ,76 39 587,27,5,30,5,X. gerbilli,MIF,Migrating fleas,4,25 ???,F1+,100,,,,-,+,-,16,,16,,35,4,,8,11,23,,,30,-,-,+,+,+,+,-,+,+,-
2002,2211,11?-2,11812,p2000,44 56 284 ,76 39 587,27,5,30,5,X. gerbilli,MIF,Migrating fleas,4,25 ???,F1+,97.2,,,,-,+,-,14,,16,,25,4,,8,10,20,,,25,-,-,+,+,+,+,-,+,+,-
2002,2226,11?-2,11812,p2000,44 56 284 ,76 39 587,27,5,30,5,unidentified,MIF,Migrating fleas,13,25 ???,F1+,100,,,,-,+,-,13,,16,,28,4,,8,11,23,,,32,-,-,+,+,+,+,-,+,+,-
2003,3408,11?-2,11812,p2000,44 56 284 ,76 39 587,24,6,27,6,unidentified,FL-RO,Fleas on R.opimus,25,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,980,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,983,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,10,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,984,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,8,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,988,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,4,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,990,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,992,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,17,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,993,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,17,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,994,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,996,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,997,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,18,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,998,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,13,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,999,11?-2,11812,p2000,44 56 284 ,76 39 587,6,5,10,5,unidentified,MIF,Migrating fleas,6,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1443,11?-3,11813,p4100,44 51 675 ,76 33 400,19,5,23,5,unidentified,FL-RO,Fleas on R.opimus,34,12500,F1+,96.3,,,,-,+,-,15,1,15,0.5,23,2,,1,15,21,,20,,-,+,,+,+,+,-,+,+,-
2002,1444,11?-3,11813,p4100,44 51 675 ,76 33 400,19,5,23,5,unidentified,FL-RO,Fleas on R.opimus,6,6250,F1+,98,,,,-,+,-,15,2,18,0.5,25,4,,1,11,22,,18,,-,+,,+,+,+,-,+,+,-
2002,1449,11?-3,11813,p4100,44 51 675 ,76 33 400,19,5,23,5,unidentified,TI-RO,Ticks on R.opimus,1,12500,F1+,100,,,,-,+,-,14,2,16,0.25,30,2,,1,10,25,,27,,-,+,,+,+,+,-,+,+,-
2002,1582,11?-3,11813,p4100,44 51 675 ,76 33 400,19,5,23,5,unidentified,MIF,Migrating fleas,33,100 ???,F1+,100,,,,-,+,-,15,2,16,0.25,23,2,,1,12,19,,,22,-,+,,+,+,+,-,+,+,-
2002,1584,11?-3,11813,p4100,44 51 675 ,76 33 400,19,5,23,5,unidentified,MIF,Migrating fleas,34,12500,F1+,92.3,,,,-,+,-,9,,18,,21,4,,8,6,20,,,12,-,+,,+,+,+,-,+,+,-
2002,1586,11?-3,11813,p4100,44 51 675 ,76 33 400,19,5,23,5,unidentified,MIF,Migrating fleas,29,12500,F1+,100,,,,-,+,-,16,,14,,21,4,,8,0,14,,,16,-,+,,+,+,+,-,+,+,-
2002,1588,11?-3,11813,p4100,44 51 675 ,76 33 400,19,5,23,5,unidentified,MIF,Migrating fleas,28,12500,F1+,95.5,,,,-,+,-,14,,18,,25,4,,8,6,21,,,19,-,+,,+,+,+,-,+,+,-
2005,624,11?-3,11813,p4100,44 51 675 ,76 33 400,10,10,13,10,YM,RO,Rhombomys opimus,1,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1000,11?-3,11813,p4100,44 51 675 ,76 33 400,7,5,10,5,unidentified,MIF,Migrating fleas,9,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1001,11?-3,11813,p4100,44 51 675 ,76 33 400,7,5,10,5,unidentified,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1002,11?-3,11813,p4100,44 51 675 ,76 33 400,7,5,10,5,unidentified,MIF,Migrating fleas,8,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1003,11?-3,11813,p4100,44 51 675 ,76 33 400,7,5,10,5,unidentified,MIF,Migrating fleas,6,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1004,11?-3,11813,p4100,44 51 675 ,76 33 400,7,5,10,5,unidentified,MIF,Migrating fleas,4,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1005,11?-3,11813,p4100,44 51 675 ,76 33 400,7,5,10,5,unidentified,MIF,Migrating fleas,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1007,11?-3,11813,p4100,44 51 675 ,76 33 400,7,5,10,5,unidentified,MIF,Migrating fleas,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1008,11?-3,11813,p4100,44 51 675 ,76 33 400,7,5,10,5,unidentified,MIF,Migrating fleas,16,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1009,11?-3,11813,p4100,44 51 675 ,76 33 400,7,5,10,5,unidentified,MIF,Migrating fleas,10,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1010,11?-3,11813,p4100,44 51 675 ,76 33 400,7,5,10,5,unidentified,MIF,Migrating fleas,11,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,789,11?-3,11813,p4100,44 51 675 ,76 33 400,15,5,18,5,AF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,791,11?-3,11813,p4100,44 51 675 ,76 33 400,15,5,18,5,AF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,802,11?-3,11813,p4100,44 51 675 ,76 33 400,15,5,18,5,AM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,805,11?-3,11813,p4100,44 51 675 ,76 33 400,15,5,18,5,AF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1579,11?-3,11813,p4100,44 51 675 ,76 33 400,15,5,18,5,unidentified,FL-RO,Fleas on R.opimus,17,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4122,11?-3 ,11833,p500,44 50 937,76 33 625,8,6,9,6,X.gerbilli,MIF,Migrating fleas,10,0,F1-,94,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4128,11?-3 ,11833,p500,44 50 937,76 33 625,8,6,9,6,X.gerbilli,MIF,Migrating fleas,36,0,F1-,97,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4131,11?-3 ,11833,p500,44 50 937,76 33 625,8,6,9,6,Hyalomma,MIT,Migrating ticks,1,0,F1-,100,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4132,11?-3 ,11833,p500,44 50 937,76 33 625,8,6,9,6,X.gerbilli,MIF,Migrating fleas,23,0,F1-,98,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4134,11?-3 ,11833,p500,44 51 711,76 35 189,8,6,9,6,X. skjarbini,MIF,Migrating fleas,15,0,F1-,98,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4135,11?-3 ,11833,p500,44 51 711,76 35 189,8,6,9,6,X. skjarbini,MIF,Migrating fleas,35,0,F1-,92,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4138,11?-3 ,11833,p500,44 51 711,76 35 189,8,6,9,6,X. skjarbini,FL-RO,Fleas on R.opimus,na,0,F1-,98,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4112,11?-3  ,11833,p500,44 50 211,76 31 658,8,6,9,6,unidentified,MIF,Migrating fleas,15,0,F1-,98,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4114,11?-3  ,11833,p500,44 50 211,76 31 658,8,6,9,6,unidentified,MIF,Migrating fleas,18,0,F1-,98,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2200,11?-4,11814,p3800,44 52 160 ,76 39 655,27,5,30,5,unidentified,MIF,Migrating fleas,20,31250,F1+,97,,,,-,+,-,17,,16,,27,4,,4,10,21,,,25,-,-,+,+,+,+,-,+,+,-
2002,2202,11?-4,11814,p3800,44 52 160 ,76 39 655,27,5,30,5,unidentified,MIF,Migrating fleas,20,31250,F1+,96.8,,,,-,+,-,15,,16,,31,4,,4,10,21,,,27,-,-,+,+,+,+,-,+,+,-
2002,2205,11?-4,11814,p3800,44 52 160 ,76 39 655,27,5,30,5,unidentified,MIF,Migrating fleas,14,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2207,11?-4,11814,p3800,44 52 160 ,76 39 655,27,5,30,5,unidentified,MIF,Migrating fleas,na,6250,F1+,97.7,,,,-,+,-,12,,15,,26,2,,8,11,24,,,25,-,-,+,+,+,+,-,+,+,-
2003,3400,11?-4,11814,p3800,44 52 160 ,76 39 655,24,6,27,6,unidentified,TI-RO,Ticks on R.opimus,2,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,611,11?-4,11814,p3800,44 52 160 ,76 39 655,7,5,10,5,AF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1015,11?-4,11814,p3800,44 52 160 ,76 39 655,7,5,10,5,X. gerbilli,MIF,Migrating fleas,18,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1016,11?-4,11814,p3800,44 52 160 ,76 39 655,7,5,10,5,X. gerbilli,MIF,Migrating fleas,5,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1022,11?-4,11814,p3800,44 52 160 ,76 39 655,7,5,10,5,unidentified,MIF,Migrating fleas,12,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1024,11?-4,11814,p3800,44 52 160 ,76 39 655,7,5,10,5,unidentified,MIF,Migrating fleas,20,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1026,11?-4,11814,p3800,44 52 160 ,76 39 655,7,5,10,5,unidentified,MIF,Migrating fleas,2,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1029,11?-4,11814,p3800,44 52 160 ,76 39 655,7,5,10,5,unidentified,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1030,11?-4,11814,p3800,44 52 160 ,76 39 655,7,5,10,5,unidentified,MIF,Migrating fleas,20,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1031,11?-4,11814,p3800,44 52 160 ,76 39 655,7,5,10,5,unidentified,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1032,11?-4,11814,p3800,44 52 160 ,76 39 655,7,5,10,5,unidentified,MIF,Migrating fleas,16,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,762,11?-4,11814,p3800,44 52 160 ,76 39 655,15,5,18,5,AM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,36,11?-1,11831,p5000,44 47 646 ,76 33 395,14,3,17,3,unidentified,FL-RO,Fleas on R.opimus,22,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,38,11?-1,11831,p5000,44 47 646 ,76 33 395,14,3,17,3,AM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,39,11?-1,11831,p5000,44 47 646 ,76 33 395,14,3,17,3,AFL,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,58,11?-1,11831,p5000,44 47 646 ,76 33 395,14,3,17,3,unidentified,FL-RO,Fleas on R.opimus,37,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,59,11?-1,11831,p5000,44 47 646 ,76 33 395,14,3,17,3,unidentified,TI-RO,Ticks on R.opimus,12,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,64,11?-1,11831,p5000,44 47 646 ,76 33 395,14,3,17,3,unidentified,FL-RO,Fleas on R.opimus,16,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,78,11?-1,11831,p5000,44 47 646 ,76 33 395,14,3,17,3,unidentified,TI-RO,Ticks on R.opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,110,11?-1,11831,p5000,44 47 646 ,76 33 395,14,3,17,3,unidentified,TI-RO,Ticks on R.opimus,8,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,111,11?-1,11831,p5000,44 47 646 ,76 33 395,14,3,17,3,unidentified,FL-RO,Fleas on R.opimus,31,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,3596,11?-1,11831,p5000,44 47 646 ,76 33 395,26,6,29,6,unidentified,FL-RO,Fleas on R.opimus,15,7812.5,F1+,99.2,,,,-,+,-,15,64,15,32,25,32,0,16,,,,,,,,,,,,,,,
2005,247,11?-1,11831,p5000,44 47 646 ,76 33 395,13,9,16,9,YF,RO,Rhombomys opimus,1,100 ???,F1+,,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,268,11?-1,11831,p5000,44 47 646 ,76 33 395,13,9,16,9,YM,RO,Rhombomys opimus,1,100 ???,F1+,,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1446,11?-1,11831,p5000,44 47 646 ,76 33 395,17,5,20,5,unidentified,MIF,Migrating fleas,31,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1448,11?-1,11831,p5000,44 47 646 ,76 33 395,17,5,20,5,unidentified,MIF,Migrating fleas,16,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1451,11?-1,11831,p5000,44 47 646 ,76 33 395,17,5,20,5,unidentified,MIF,Migrating fleas,26,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1452,11?-1,11831,p5000,44 47 646 ,76 33 395,17,5,20,5,unidentified,MIF,Migrating fleas,12,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1454,11?-1,11831,p5000,44 47 646 ,76 33 395,17,5,20,5,unidentified,MIF,Migrating fleas,10,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1455,11?-1,11831,p5000,44 47 646 ,76 33 395,17,5,20,5,unidentified,MIF,Migrating fleas,21,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1456,11?-1,11831,p5000,44 47 646 ,76 33 395,17,5,20,5,unidentified,MIF,Migrating fleas,3,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1813,11?-1,11831,p5000,44 47 646 ,76 33 395,20,10,23,10,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1828,11?-1,11831,p5000,44 47 646 ,76 33 395,20,10,23,10,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1847,11?-1,11831,p5000,44 47 646 ,76 33 395,20,10,23,10,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1339,11?-1,11831,p5000,44 47 646 ,76 33 395,14,5,17,5,unidentified,MIF,Migrating fleas,10,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1340,11?-1,11831,p5000,44 47 646 ,76 33 395,14,5,17,5,unidentified,MIF,Migrating fleas,23,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
