Year,No strain,RUcode,Sector WE,locatio,lat(),log(),datec,monthc,dateI,monthel,Host details,Host general,Host full name,N,F1 (titres ????),F-type,??? (%),arg-,mal-,ara-,ramnose,glycerine,sensibility to pesticine 1,streptomycin (mm),sterpoSS (mg/ml),gentamycin (mm),gentaSS (mg/ml),chloramphenicol (mm),chloraSS (mg/ml),penicillin (mm),peniSS (mg/ml),polymyxin,ampicillin,kanamycin,cefazolin,ciprofloxacin,reaction of denitrification ,,growth on agar base medium  ????,glucose,maltose,mannitol,saccharose,arabinose,galactose,urea
2003,1406,7?-2,10432,p4400,45 07 225 ,75 42 705,30,5,2,6,unidentified,FL-RO,Fleas on R.opimus,3,100 ???,F1±,96.4,,,,-,+,-,20,32,24,16,27,32,0,16,,,,,,,,,,,,,,,
2003,1505,7?-2,10432,p4400,45 07 225 ,75 42 705,30,5,2,6,unidentified,MIF,Migrating fleas,21,50 ???,F1+,100,,,,-,+,-,21,32,22,16,25,32,0,16,,,,,,,,,,,,,,,
2003,1510,7?-2,10432,p4400,45 07 225 ,75 42 705,30,5,2,6,unidentified,MIF,Migrating fleas,13,100 ???,F1+,100,,,,-,+,-,22,32,23,16,28,32,12,16,,,,,,,,,,,,,,,
2003,1512,7?-2,10432,p4400,45 07 225 ,75 42 705,30,5,2,6,unidentified,MIF,Migrating fleas,25,100 ???,F1+,99.2,,,,-,+,-,20,32,22,16,26,32,0,16,,,,,,,,,,,,,,,
2003,1513,7?-2,10432,p4400,45 07 225 ,75 42 705,30,5,2,6,unidentified,MIF,Migrating fleas,38,50 ???,F1+,99.6,,,,-,+,-,22,32,22,16,24,32,0,16,,,,,,,,,,,,,,,
2003,1514,7?-2,10432,p4400,45 07 225 ,75 42 705,30,5,2,6,unidentified,MIF,Migrating fleas,17,50 ???,F1+,100,,,,-,+,-,22,32,20,16,28,32,14,16,,,,,,,,,,,,,,,
2003,1515,7?-2,10432,p4400,45 07 225 ,75 42 705,30,5,2,6,unidentified,MIF,Migrating fleas,11,100 ???,F1+,100,,,,-,+,-,24,32,21,16,27,32,12,16,,,,,,,,,,,,,,,
2010,1253,7?-2,10432,p500,45 06 748, 75 41 666,21,5,24,5,unidentified,MIT,Migrating ticks,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1255,7?-2,10432,p500,45 06 748, 75 41 666,21,5,24,5,unidentified,MIT,Migrating ticks,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,684,7?-4,10434,p500,45 01 261, 75 40 130,21,5,24,5,RO,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1242,7?-4,10434,p500,45 04 373, 75 42 963,21,5,24,5,unidentified,MIF,Migrating fleas,15,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2864,7?-4,10434,p500,45 10 199,75 40 470,24,5,25,5,RO,RO,Rhombomys opimus,1,0,F1-,98.2,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2867,7?-4,10434,p500,45 10 199,75 40 470,24,5,25,5,RO,RO,Rhombomys opimus,1,0,F1-,99.3,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3024,7?-4,10434,p500,45 10 199,75 40 470,24,5,25,5,Rhipicephalus,TI-RO,Ticks on R.opimus,5,0,F1-,90.8,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3025,7?-4,10434,p500,45 10 199,75 40 470,24,5,25,5,Rhipicephalus,TI-RO,Ticks on R.opimus,5,0,F1-,95,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3033,7?-4,10434,p500,45 10 199,75 40 470,24,5,25,5,Rhipicephalus,TI-RO,Ticks on R.opimus,3,0,F1-,96.1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3036,7?-4,10434,p500,45 10 199,75 40 470,24,5,25,5,unidentified,TI-RO,Ticks on R.opimus,na,0,F1-,95.4,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3037,7?-4,10434,p500,45 10 199,75 40 470,24,5,25,5,unidentified,FL-RO,Fleas on R.opimus,na,0,F1-,90.8,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3038,7?-4,10434,p500,45 10 199,75 40 470,24,5,25,5,unidentified,FL-RO,Fleas on R.opimus,na,0,F1-,90,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,6342,7?-4,10434,p500,45 01 312,75 42 501,20,7,na,na,unidentified,FL-RO,Fleas on R.opimus,na,0,F1-,97.2,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,6348,7?-4,10434,p500,45 01 312,75 42 501,20,7,na,na,unidentified,FL-RO,Fleas on R.opimus,na,0,F1-,98.9,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,6349,7?-4,10434,p500,45 01 312,75 42 501,20,7,na,na,unidentified,FL-RO,Fleas on R.opimus,na,0,F1-,98.1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1062,8?-2,9242,p5000,45 27 373 ,75 56 213,16,6,na,na,YM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1067,8?-2,9242,p5000,45 27 373 ,75 56 213,16,6,na,na,YFV,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1534,8?-1,10421,p5000,45 17 137 ,75 49 411,21,5,24,5,unidentified,FL-RO,Fleas on R.opimus,2,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1535,8?-1,10421,p5000,45 17 137 ,75 49 411,21,5,24,5,unidentified,FL-RO,Fleas on R.opimus,18,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1540,8?-1,10421,p5000,45 17 137 ,75 49 411,21,5,24,5,unidentified,TI-RO,Ticks on R.opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1541,8?-1,10421,p5000,45 17 137 ,75 49 411,21,5,24,5,unidentified,FL-RO,Fleas on R.opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1546,8?-1,10421,p5000,45 17 137 ,75 49 411,21,5,24,5,unidentified,FL-RO,Fleas on R.opimus,5,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-1,10411,p500,45 17 862, 75 46 773,21,5,na,na,AFL,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2051,8?-2,10422,p500,45 16 772, 75 55 586,1,6,5,6,unidentified,FL-RO,Fleas on R.opimus,12,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2053,8?-2,10422,p500,45 16 772, 75 55 586,1,6,5,6,unidentified,FL-RO,Fleas on R.opimus,20,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2055,8?-2,10422,p500,45 16 772, 75 55 586,1,6,5,6,unidentified,FL-RO,Fleas on R.opimus,10,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2064,8?-2,10422,p500,45 19 892, 75 55 978,1,6,5,6,unidentified,FL-RO,Fleas on R.opimus,20,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2184,8?-2,10422,p500,45 15 952, 75 56 695,1,6,5,6,unidentified,MIF,Migrating fleas,20,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2185,8?-2,10422,p500,45 15 952, 75 56 695,1,6,5,6,unidentified,MIF,Migrating fleas,15,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2187,8?-2,10422,p500,45 15 952, 75 56 695,1,6,5,6,unidentified,MIF,Migrating fleas,18,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2189,8?-2,10422,p500,45 15 952, 75 56 695,1,6,5,6,unidentified,MIF,Migrating fleas,16,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2191,8?-2,10422,p500,45 15 952, 75 56 695,1,6,5,6,unidentified,MIF,Migrating fleas,13,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2195,8?-2,10422,p500,45 15 952, 75 56 695,1,6,5,6,X. gerbilli,MIF,Migrating fleas,3,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2198,8?-2,10422,p500,45 15 952, 75 56 695,1,6,5,6,X. gerbilli,MIF,Migrating fleas,3,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2200,8?-2,10422,p500,45 15 952, 75 56 695,1,6,5,6,X. gerbilli,MIF,Migrating fleas,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2203,8?-2,10422,p500,45 15 952, 75 56 695,1,6,5,6,X. gerbilli,MIF,Migrating fleas,3,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1608,8?-3,10423,p2000,45 10 653 ,75 49 314,20,5,24,5,unidentified,MIF,Migrating fleas,21,,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,970,8?-3,10423,p500,45 11 332,75 50 669,11,6,14,6,YFV,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,974,8?-3,10423,p500,45 11 332,75 50 669,11,6,14,6,AM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1650,8?-3,10423,p500,45 11 332,75 50 669,11,6,14,6,unidentified,FL-RO,Fleas on R.opimus,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1651,8?-3,10423,p500,45 11 332,75 50 669,11,6,14,6,unidentified,TI-RO,Ticks on R.opimus,14,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1089,8?-3,10423,p500,45 11 010, 75 49 745,30,5,3,6,AF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1090,8?-3,10423,p500,45 11 010, 75 49 745,30,5,3,6,YF,RO,Rhombomys opimus,1,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1091,8?-3,10423,p500,45 11 010, 75 49 745,30,5,3,6,YM,RO,Rhombomys opimus,1,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1093,8?-3,10423,p500,45 11 010, 75 49 745,30,5,3,6,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1095,8?-3,10423,p500,45 11 010, 75 49 745,30,5,3,6,AF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1096,8?-3,10423,p500,45 11 010, 75 49 745,30,5,3,6,AF,RO,Rhombomys opimus,1,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-3,10413,p500,45 10 869, 75 51 050,21,5,na,na,X. gerbilli,FL-RO,Fleas on R.opimus,17,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-3,10413,p500,45 10 869, 75 51 050,21,5,na,na,X.hirtipes,FL-RO,Fleas on R.opimus,8,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-3,10413,p500,45 10 869, 75 51 050,21,5,na,na,RO,RO,Rhombomys opimus,5,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-3,10413,p500,45 10 869, 75 51 050,21,5,na,na,N. laeviceps,FL-RO,Fleas on R.opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-3,10413,p500,45 10 869, 75 51 050,22,5,na,na,unidentified,FL-RO,Fleas on R.opimus,6,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-3,10413,p500,45 10 869, 75 51 050,22,5,na,na,unidentified,FL-RO,Fleas on R.opimus,5,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-3,10413,p500,45 10 869, 75 51 050,22,5,na,na,unidentified,FL-RO,Fleas on R.opimus,4,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-3,10413,p500,45 10 869, 75 51 050,21,5,na,na,unidentified ticks,TI-RO,Ticks on R.opimus,2,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,569,8?-4,10424,p500,45 10 809, 75 54 170,16,9,19,9,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1662,8?-4,10424,p500,45 11 000,75 53 166,11,6,14,6,unidentified,TI-RO,Ticks on R.opimus,15,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1663,8?-4,10424,p500,45 11 000,75 53 166,11,6,14,6,unidentified,FL-RO,Fleas on R.opimus,2,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1673,8?-4,10424,p500,45 11 000,75 53 166,11,6,14,6,Dermacentor,TI-RO,Ticks on R.opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1675,8?-4,10424,p500,45 11 000,75 53 166,11,6,14,6,Dermacentor,TI-RO,Ticks on R.opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2176,8?-4,10424,p500,45 12 131, 75 55 943,1,6,5,6,unidentified,MIF,Migrating fleas,15,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-4,10424,p500,45 11 387, 75 54 940,22,5,na,na,E. oschanini,FL-RO,Fleas on R.opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-4,10424,p500,45 11 387, 75 54 940,22,5,na,na,X.hirtipes,FL-RO,Fleas on R.opimus,3,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,?,8?-4,10424,p500,45 11 387, 75 54 940,22,5,na,na,N. laeviceps,FL-RO,Fleas on R.opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,896,8?-1,10441,p500,45 05 214,75 47 361,9,6,12,6,YFV,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,900,8?-1,10441,p500,45 05 214,75 47 361,9,6,12,6,AFL,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,908,8?-1,10441,p500,45 05 630,75 48 638,9,6,12,6,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,911,8?-1,10441,p500,45 05 630,75 48 638,9,6,12,6,YFV,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2620,8?-1,10441,p4300,45 06 568,75 47 720,21,5,24,5,E. oschanini,MIF,Migrating fleas,na,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1240,8?-3,10443,p5000,45 01 307 ,75 49 249,29,5,2,6,unidentified,TI-RO,Ticks on R.opimus,5,15625,F1+,98.9,,,,-,+,-,23,16,22,4,28,32,0,16,,,,,,,,,,,,,,,
2003,1248,8?-3,10443,p5000,45 01 307 ,75 49 249,29,5,2,6,unidentified,FL-RO,Fleas on R.opimus,10,15625,F1+,99,,,,-,+,-,20,16,21,4,23,32,0,16,,,,,,,,,,,,,,,
2010,688,8?-1,11621,p500,44 56 162, 75 51 816,13,5,18,5,unidentified,MIT,Migrating ticks,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,?,8?-1,11621,p500,45 00 309 ,75 43 036,17,9,na,na,YM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,?,8?-1,11621,p500,45 00 309 ,75 43 036,17,9,na,na,AFL,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,?,8?-1,11621,p500,45 00 309 ,75 43 036,17,9,na,na,AM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,?,8?-1,11621,p500,45 00 309 ,75 43 036,17,9,na,na,YFV,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,?,8?-1,11621,p500,45 00 309 ,75 43 036,17,9,na,na,YM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,?,8?-1,11621,p500,45 00 309 ,75 43 036,17,9,na,na,YM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,?,8?-1,11621,p500,45 00 309 ,75 43 036,17,9,na,na,AM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,591,8?-2,11622,p500,44 55 082, 75 59 317,13,5,na,na,RO,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,983,8?-2,11622,p5000,44 58 251 ,75 50 398,17,9,20,9,RO,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,984,8?-2,11622,p5000,44 58 251 ,75 50 398,17,9,20,9,RO,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,985,8?-2,11622,p5000,44 58 251 ,75 50 398,17,9,20,9,RO,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,986,8?-2,11622,p5000,44 58 251 ,75 50 398,17,9,20,9,RO,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,987,8?-2,11622,p5000,44 58 251 ,75 50 398,17,9,20,9,RO,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,988,8?-2,11622,p5000,44 58 251 ,75 50 398,17,9,20,9,RO,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,994,8?-2,11622,p5000,44 58 251 ,75 50 398,17,9,20,9,RO,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,83,9?-2,10512,p5,45 19 436 ,76 14 059,15,4,na,na,AFP,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,86,9?-2,10512,p5,45 19 453 ,76 14 277,15,4,na,na,AM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2208,9?-3,10513,p500,45 13 177, 76 05 323,2,6,5,6,unidentified,MIF,Migrating fleas,16,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2209,9?-3,10513,p500,45 13 177, 76 05 323,2,6,5,6,unidentified,MIF,Migrating fleas,18,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2210,9?-3,10513,p500,45 13 177, 76 05 323,2,6,5,6,X. gerbilli,MIF,Migrating fleas,4,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2212,9?-3,10513,p500,45 13 177, 76 05 323,2,6,5,6,X. gerbilli,MIF,Migrating fleas,5,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2224,9?-3,10513,p500,45 13 409, 76 07 212,2,6,5,6,unidentified,MIF,Migrating fleas,10,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2989,9?-3,10513,p500,45 12 269,76 06 347,24,5,25,5,unidentified fleas,FL-RO,Fleas on R.opimus,18,0,F1-,87.4,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2234,9?-4,10514,p500,45 14 872, 76 09 251,2,6,5,6,unidentified,MIF,Migrating fleas,18,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3001,9?-4,10514,p500,45 10 954,76 08 215,24,5,25,5,unidentified fleas,FL-RO,Fleas on R.opimus,5,0,F1-,88,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3002,9?-4,10514,p500,45 10 954,76 08 215,24,5,25,5,unidentified fleas,FL-RO,Fleas on R.opimus,20,0,F1-,97.2,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3012,9?-4,10514,p500,45 10 199,76 07 667,24,5,25,5,Rhipicephalus,TI-RO,Ticks on R.opimus,2,0,F1-,90.1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3013,9?-4,10514,p500,45 10 199,76 07 667,24,5,25,5,X.gerbilli,FL-RO,Fleas on R.opimus,9,0,F1-,91.3,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,?,9?-4,10534,p500,45 04 833, 75 11 830,21,9,na,na,unidentified fleas,FL-RO,Fleas on R.opimus,10,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1690,9?-1,11711,p500,44 55 577, 76 02 753,13,6,17,6,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1888,9?-1,11711,p500,44 56 467, 76 01 046,20,6,23,6,YM,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1938,9?-1,11711,p500,44 56 467, 76 01 046,20,6,23,6,AF,RO,Rhombomys opimus,1,62500,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1941,9?-1,11711,p500,44 55 875, 76 01 440,20,6,23,6,YM,RO,Rhombomys opimus,1,36250,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2155,9?-1,11711,p500,44 55 873, 76 01 429,8,7,12,7,RO,RO,Rhombomys opimus,1,1250,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2397,9?-1,11711,p500,44 55 969, 76 01 139,21,6,na,na,X. gerbilli,MIF,Migrating fleas,20,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2407,9?-1,11711,p500,44 55 969, 76 01 139,21,6,na,na,X. gerbilli,MIF,Migrating fleas,20,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2409,9?-1,11711,p500,44 55 969, 76 01 139,21,6,na,na,X. gerbilli,MIF,Migrating fleas,20,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2411,9?-1,11711,p500,44 55 969, 76 01 139,21,6,na,na,X. gerbilli,MIF,Migrating fleas,20,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2419,9?-1,11711,p500,44 55 969, 76 01 139,21,6,na,na,X. gerbilli,MIF,Migrating fleas,20,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2423,9?-1,11711,p500,44 55 969, 76 01 139,21,6,na,na,X. gerbilli,MIF,Migrating fleas,20,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3005,9?-1,11711,p500,44 56 952, 76 01 771,13,6,17,6,X. gerbilli,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3017,9?-1,11711,p500,44 56 952, 76 01 771,13,6,17,6,X. gerbilli,MIF,Migrating fleas,3,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3020,9?-1,11711,p500,44 56 952, 76 01 771,13,6,17,6,X. gerbilli,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3024,9?-1,11711,p500,44 56 952, 76 01 771,13,6,17,6,X. gerbilli,MIF,Migrating fleas,20,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3036,9?-1,11711,p500,44 56 952, 76 01 771,13,6,17,6,X. gerbilli,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3041,9?-1,11711,p500,44 56 952, 76 01 771,13,6,17,6,X. gerbilli,MIF,Migrating fleas,17,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3047,9?-1,11711,p500,44 56 952, 76 01 771,13,6,17,6,Hyalomma,MIF,Migrating fleas,1,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3051,9?-1,11711,p500,44 56 952, 76 01 771,13,6,17,6,X. gerbilli,MIF,Migrating fleas,16,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3317,9?-1,11711,p500,44 55 875, 76 01 440,20,6,23,6,unidentified,FL-RO,Fleas on R.opimus,7,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3395,9?-1,11711,p500,44 56 189, 76 01 485,20,6,23,6,unidentified,MIF,Migrating fleas,40,1250,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3400,9?-1,11711,p500,44 56 189, 76 01 485,20,6,23,6,unidentified,MIF,Migrating fleas,40,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3405,9?-1,11711,p500,44 56 189, 76 01 485,20,6,23,6,unidentified,MIF,Migrating fleas,15,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3405,9?-1,11711,p500,44 55 969, 76 01 139,21,6,na,na,unidentified,MIF,Migrating fleas,na,1250,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3421,9?-1,11711,p500,44 56 189, 76 01 485,20,6,23,6,unidentified,MIF,Migrating fleas,18,2500,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3791,9?-1,11711,p500,44 55 530, 76 02 085,8,7,12,7,unidentified,FL-RO,Fleas on R.opimus,12,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,543,9?-3,11713,p500,44 52 803, 76 02 322,12,5,na,na,RO,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,544,9?-3,11713,p500,44 52 803, 76 02 322,12,5,na,na,RO,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
